date,open,high,low,close,volume,name
19-10-2021,1766.8,1787.7,1765.6,1772.4,1.56K,XAUUSD
20-10-2021,1771.5,1791.1,1771.1,1786.8,4.21K,XAUUSD
21-10-2021,1784.5,1791.6,1780,1783.8,1.02K,XAUUSD
22-10-2021,1786.8,1817.5,1785.6,1798.3,12.85K,XAUUSD
25-10-2021,1796.4,1813.3,1795.3,1808.8,6.08K,XAUUSD
26-10-2021,1810.8,1811.2,1784.9,1795.4,3.37K,XAUUSD
27-10-2021,1796.5,1802.7,1786.7,1800.8,2.79K,XAUUSD
28-10-2021,1799.9,1814.6,1795.2,1804.7,12.55K,XAUUSD
29-10-2021,1803.3,1804.2,1774.6,1785.9,9.21K,XAUUSD
01-11-2021,1786.8,1799.5,1782.9,1797.9,11.68K,XAUUSD
02-11-2021,1796.7,1799.4,1789.7,1791.5,7.90K,XAUUSD
03-11-2021,1791,1791,1761,1766,6.75K,XAUUSD
04-11-2021,1773,1802.2,1773,1795.6,8.08K,XAUUSD
05-11-2021,1794.8,1822.2,1787.6,1819,48.24K,XAUUSD
08-11-2021,1822.2,1830.4,1815.9,1830.2,39.67K,XAUUSD
09-11-2021,1828.4,1836.9,1823.2,1832.9,54.48K,XAUUSD
10-11-2021,1835.7,1872.8,1825.2,1850.6,73.44K,XAUUSD
11-11-2021,1853.9,1870.8,1847.6,1866.3,47.68K,XAUUSD
12-11-2021,1866.3,1873.3,1849.9,1870.8,28.48K,XAUUSD
15-11-2021,1876.3,1876.3,1861,1869.2,87.36K,XAUUSD
16-11-2021,1867.4,1881.9,1853.5,1856.7,24.65K,XAUUSD
17-11-2021,1854.5,1873.1,1853.8,1872.8,34.03K,XAUUSD
18-11-2021,1871.7,1875.9,1859.4,1864,50.58K,XAUUSD
19-11-2021,1863.8,1870.5,1847,1854.3,62.34K,XAUUSD
22-11-2021,1850.7,1853,1805.3,1809.1,140.29K,XAUUSD
23-11-2021,1808.7,1815.2,1784.3,1786.3,150.81K,XAUUSD
24-11-2021,1792.3,1798.8,1780.2,1786.9,103.43K,XAUUSD
25-11-2021,1789.8,1795.3,1787.75,1792.4,-,XAUUSD
26-11-2021,1792.3,1819.3,1781.6,1788.1,180.64K,XAUUSD
29-11-2021,1795.2,1801.5,1782,1785.2,151.37K,XAUUSD
30-11-2021,1786.9,1811.4,1771.2,1776.5,242.86K,XAUUSD
01-12-2021,1777.4,1795.7,1773.7,1784.3,180.34K,XAUUSD
02-12-2021,1783.8,1785.2,1762.2,1762.7,172.72K,XAUUSD
03-12-2021,1769.4,1788,1766,1783.9,-,XAUUSD
05-12-2021,1784.45,1789.1,1781.6,1783.8,-,XAUUSD
06-12-2021,1783.85,1788.3,1776.65,1778.65,-,XAUUSD
